,tweet_id,text,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
2099,446630856153923584l,"Mais ativos que monitoro hj: Cyre3, Brap4 Rsid3",-1,-1,-1,-1,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
2100,452980334477709312l,"RT @Andresmoraes: Para o Estudo de Domingo de hoje (22h00) foco nos ativos abaixo:
- ABEV3, ALSC3, BRML3, FIBR3, IMCH3, BRKM5,... http://t.…",1,0,0,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
2101,469935619993780224l,"23/05/14 - 17:19: Maiores Altas: CESP6 3,87% R$28,20, CIEL3 2,36% R$40,34, MRFG3 2,09% R$4,88, CMIG4 1,69% R$16,87, ESTC3 1,63% R$28,12.",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
2103,455747156444332033l,"Graça Foster vai falar? 

Xi, é dia que Petr4 desce…

Sempre que a Graça aparece, acao da Petrobras cai…",0,1,0,0,1,0,0,0,0,0.667,0.667,1.0,0.667,3
2104,441535481986048000l,Aluguel de ações - http://t.co/tzb4wpoZXG (as informações de hoje podem não agradar a todos ... ainda mais os que têm a #PETR4 a mais tempo),0,1,0,1,0,1,0,1,0,1.0,1.0,0.667,0.667,3
2107,449270308219158528l,"RT @tovaga: @Ezequiasns @Bluesette22 Quem nunca comeu melado... quando comeu lambuzou-se... Queremos nossas ações #PETR4 a R$ 46,56 ref. fe…",0,1,0,1,0,0,1,0,0,0.667,0.667,1.0,0.667,3
2112,458607888601460736l,"Rastreamento ações-Gráfico diário-11h. Analise se romper: BOVA11 51,06 BVMF3 11,64 ECOR3 14,04 GFSA3 3,81 HYPE3 16,54 IBOV 52344,52",1,0,-1,-1,-1,-1,-2,-2,-1,0.667,0.667,0.667,0.333,3
2114,443445293888339969l,Boa tarde marcos @Live_Trade O q acha de NATU3 papel vem acumulando uns dias!!!,-1,-1,-1,-1,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
2115,447081052600033280l,Ambev (#ABEV3) investe R$ 165 milhões para produzir a Budweiser no Rio. http://t.co/AigPBcQ8fy,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
2117,464864356438519808l,Notas gerais da ADVFN - 09/05: • A VALE (VALE5) suspendeu grande parte de sua produção de… http://t.co/BydhapQktp,1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
2118,446761673559638016l,ADRs da Petrobras caem 3% após Ibope mostrar vitória de Dilma no 1º turno http://t.co/1hpNX79B9U #PETR4 / #PETR3,0,1,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
2119,464127012534484992l,"comprei putzinha de petr4
petrq49 a 0,58
rezemos
@ferrisss",1,0,0,0,-2,-2,-2,-2,-1,1.0,0.667,0.0,0.333,3
2120,464491184770252800l,RT @TheWorldStories: Bora Bora ..! http://t.co/hpV60wyJqW,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
2123,455852251442315264l,"Dilma não sabe, mas a imagem que está suja é a dela e do PT. Não da Petrobrás. A PETR4 seria muito melhor trabalhando sozinha...",0,1,0,1,0,0,1,0,0,1.0,0.667,0.667,0.667,3
2124,446266611583176704l,"A LIGHT S.A. fechou o dia de ontem ao preço de R$ 16,83 (+0,84%) com volume de R$ 21,34 mm.
$LIGT3",-2,-2,-2,-2,-1,-1,0,0,-1,0.333,0.333,0.667,0.667,3
2125,447079654432985089l,@picapautrader @eniosang #PETR4 só é 'mico' pra quem não sabe enxergar oportunidades!,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
2128,462283659970875392l,"Rastreamento ações-Gráfico diário-14h. Analise se romper: JBSS3 7,81 LAME3 11,73 LAME4 13,84 LREN3 66,09 MDIA3 98,21 MRFG3 4,41 ODPV3 9,21",-1,-1,-1,-1,-2,-2,-1,-1,-1,0.667,0.667,0.333,0.667,3
2130,445033510198575104l,@George_Cruz3 melhoraram.,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
2131,441377317600763904l,"Macktrader Investimentos : Banco do Brasil On (Bbas3), Gráfico Diário. http://t.co/9pBbMOk8Nh",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
2132,461190319716204544l,"#ITUB4 - Itaú Unibanco lucra R$ 4,42 bi no 1º trimestre, inadimplência volta a cair - http://t.co/x6W4OKw4SH",1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
2133,443740602401042432l,"Notas gerais

A LIGHT (LIGT3) pretender distribuir R$ 32 milhões referentes ao dividendo mínimo obrigatório aos... http://t.co/p9jr05Re1l",-2,-2,-2,-2,0,0,0,0,-1,0.0,0.0,0.5,0.75,4
2134,444520352618934272l,"CPFE3 devolvendo tudo de ontem, tadinha da minha filha.",0,0,0,1,0,0,0,0,0,0.667,0.667,0.667,1.0,3
2138,459745247795642369l,"@alvarodias_ Petrobras PETR4 - Lula capitalizou em 2010 a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co/l00d2g2AtO",0,1,0,1,0,0,1,0,0,1.0,1.0,0.667,0.667,3
2139,456432299358564352l,"@Live_Trade  Marcos, vc está acompanhando #ABEV3?",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
2141,444517610638802944l,@Live_Trade AQUELA ALEGRIA!!!! E CSNA3 AQUELA DOR DE BARRIGA!!!,-2,-2,1,0,0,1,-2,-2,-1,0.0,1.0,0.667,0.0,3
2142,467031959282393088l,$EMBR3 - Embraer (embr-nm)  - Demonstracoes Financeiras Em Ingles De 31/03/2014 http://t.co/k2ukXSqSPg,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2143,453192015761911808l,"#petr4 #bbas3 e #vale5 sobem forte hj, ferrando mais uma vez os pessimistas. Esses papeis me fazem rir. Diziam q eram faca caindo ha ha ha",-2,-2,1,0,0,1,-2,-2,-1,0.0,0.667,0.667,0.0,3
2144,454355544137293824l,@mel_cruz3 :) nunca saberás,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
2145,444468299418836992l,"é ... e #PETR4 fez um novo fundo R$12,88 ...",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2149,443013643148734465l,E quem investiu em PUTs de boas empresas está rindo a toa... #VALE5,1,0,1,0,0,0,0,0,0,1.0,1.0,0.667,1.0,3
2151,446270385890541568l,RT @daltonvieira: Ação ex-juros hoje: LREN3. As cotações históricas foram ajustadas. Saiba mais! http://t.co/utSF6DP4ug,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
2152,446412354558128128l,RT @alechandracomix: de brinde eleitoral cada brasileiro vai ganhar 01 dentadura e 01 papelzinho da PETR4,0,0,-2,-2,0,0,1,0,-1,0.667,0.0,0.667,1.0,3
2153,471730341217320960l,"Rastreamento ações-Gráfico diário-16h. Analise se romper:  TBLE3 34,24 TIMP3 12,14 TRPL4 26,09",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2154,453521129505030144l,#PETR4 e #VALE5 abrindo com fortes gaps de alta. O fechamento destes gaps para a continuidade da alta parece o mais provável.,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
2156,450721556722118656l,@lambari_trader Vamu q vamu Vale5. Tem que subir um pouco mais p/ eu sair do vermelho ....,0,0,1,0,1,0,0,0,0,0.667,0.667,1.0,0.667,3
2157,458959162043801600l,"E justificam, que as duas ações mais líquidas do IOBV tiveram ontem fortes quedas: Petr3,-2,49%, Petr4, -2,56%, Vale3, -2,96% e Vale, -1,75%",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2159,459337788920713217l,#lame4 entrando já já,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
2161,446091220348338176l,@petrobras noosaaa q fundamento não? http://t.co/wXr25pi8LT ação valor de 2005,0,1,0,1,0,0,0,0,0,0.667,0.667,0.667,0.667,3
2162,447195866164912128l,"@jprcampos @carlos_munhoz sem partidarizar: com seus comentários otimistas, não teme induzir teus seguidores ao erro? compare ugpa3 x petr4",1,0,0,0,-2,-2,1,0,-1,0.667,1.0,0.0,0.667,3
2163,442042736737140736l,... eu tenho um amiguinho... que falou... que #petr4 vai a 10 reau... faz tempo ! ... rsss #ABRAX Amiguinho !,1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
2164,441949128562839552l,"E VALE5 tem gap em R$25,93 !",1,0,-1,-1,0,1,0,0,-1,0.667,0.667,1.0,0.667,3
2165,447028025167982592l,"Rastreamento ações-Gráfico diário-12h. Analise se romper: BRFS3 44,3606 CCRO3 17,0225 ECOR3 13,1227 EMBR3 20,1302 MULT3 46,3155",0,0,0,0,1,0,0,0,0,1.0,1.0,0.667,1.0,3
2166,453157381456031744l,"RT @juniormayhe: @LidPSDBsenado e o PT acabando com a Petrobrás RT @ale_chumer: Desde 24/04/2009 até hoje
Ibovespa +11,58%
PETR4 -47,7%
DJ …",-1,-1,-1,-1,-1,-1,-2,-2,-1,0.667,0.667,0.667,0.333,3
2167,465873535442112512l,"Rastreamento ações-Gráfico diári-12h.Analise se romper:ENBR3 10,34 GETI4 17,43 GRND3 15,01  LAME4 13,88 MDIA3 99,37 TAEE11 20,12 TIMP3 12,58",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
2169,454641669473050624l,@garimpodeacoes USIM5 40%   60% PETR4 50%   50% OIBR4 33%   67% VALE5 36%   64% ALLL3 63%   37% [/exceção da ALLL]demais acreditam na queda,-2,-2,0,0,1,0,0,0,-1,0.333,0.667,0.667,0.667,3
2170,442043212606496768l,"#brfs3 postado p/ um amigo hj pela manhã.RT @Live_Trade: @CaciqueInvest  se não ficar acima 44,70 nos 15' pode dar continuidade na correção.",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
2171,453887937768603648l,"Felicio Filho,

Marrinha,

Segue a tabela da P16. + Petr4.

[]s

PC",0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
2172,448431916245852160l,$DASA3 - Dasa (dasa-nm) - Demonstracoes Financeiras De 31/12/2013 (cons) http://t.co/ipUlY1yyJC,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
2173,451061383229374464l,@ferrisss @gigzsss dia 'com' na petr4 é amanhã.....deve arrefecer e levar junto o IBOV a partir de quinta feira,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
2174,444584360956952576l,@MirandaSa_ @josetomazfilho ta no lucro ainda p quem quebrou PETR4 USIM Valle,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,0.667,3
2175,447043135726956544l,@Live_Trade É e com a PETR4 zerando as perdas.... #paraoaltoeavante,-1,-1,-2,-2,-1,-1,-1,-1,-1,0.667,0.333,0.667,0.667,3
2176,445644133966032896l,"Rastreamento ações-Gráfico diário16h. Analise se romper:ABEV3 16,72 BVMF3 10,07 CIEL3 66,83 HGTX3 26,39 KROT3 45,48 SULA11 14,75 WEGE3 31,21",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2177,450734572830199811l,"Desempenho das ações da TIM na semana passada: TIMP3 (Bovespa): +1,21%, TSU (NYSE): +3,11%, IBOV: +5,04%.",-2,-2,-2,-2,0,0,0,0,-1,0.0,0.0,0.667,1.0,3
2178,457104428223713280l,$TIMP3 - Tim Part S/a (timp-nm) - Material A Disposicao (formulario Anual 20-f) http://t.co/ByZiu4kQHY,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
2179,461502967699341312l,"Lucro líquido da Vale cai 4,7% e soma R$ 5,91 bilhões no 1º trimestre de 2014: Resultado foi... http://t.co/66JnURh7AU #infomoney #vale5",0,1,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
2180,447101519113244673l,@eniosang @picapautrader Eu tb tô sempre se bom humor. Principalmente HJ com o 'mico' #PETR4. Kkkk,0,0,1,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
2181,451400480250679296l,RT @Fontes_: #petr4 #vale5 e #bbas3 ferrando os pessimistas. Esses só me dão alegria. Amém!!,1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
2182,456155350207434752l,"@Emilsonrwerner to, em $PETR4 a R$13…se cair muito disso fecha tudo",0,1,-2,-2,-2,-2,0,1,-1,0.667,0.333,0.0,0.667,3
2186,443467689080537088l,13 empresas perdem mais de R$ 1 bilhão na Bolsa em fevereiro: Petrobras lidera lista com per... http://t.co/t3uG25y3gj #infomoney #vale5,0,1,0,1,-2,-2,0,1,-1,0.667,0.667,0.0,0.667,3
2189,453609446594584577l,"Rastreamento ações-Gráfico diário-16h. Analise se romper:CCRO3 17,42 CYRE3 13,90 ECOR3 13,79 GFSA3 3,85 HYPE3 16,98 IGTA3 22,11 SMLL 1260,62",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
2190,441626383303712768l,petr4 ta chegando no objetivo http://t.co/D8tEb2CmtZ,1,0,1,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
2191,466927362882686977l,"lembra da LTA da #PETR4 ? Hoje está passando pelos R$18,10 ... o.O",0,1,-1,-1,0,1,0,0,-1,0.667,0.667,0.667,0.667,3
2192,461190468504936448l,RT @imcharliedrew: As únicas lol http://t.co/uojwAOHAYW,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,3
2194,455822808833331202l,"#VALE3 #VALE5 - Vale distribuirá aos seus acionistas R$ 0,899 por ação a partir de 30 de abril - http://t.co/311eZTif0o",0,0,-2,-2,0,1,0,0,-1,0.667,0.333,0.667,0.667,3
2195,441215926608736256l,"ESTC3 comprar por R$ 20,63 indicado em 25/02/2014 10:30 http://t.co/zJRs3Eeyz9",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
2197,451718191560294400l,@Live_Trade assim que vc tiver um tempo comenta alll3. valew,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
2198,459338285064925184l,"#PETR3 e #PETR4 Todo mundo mete o pau, mas os aluguéis continuam despencando.",0,1,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.0,0.0,3
2199,469549772081475584l,"#VALE5 Vale  'linha mágica' nos R$ 26,00 #ibov",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
2200,448445693519474688l,"#goll4 zerando por enquanto...10, 64 .rsrsr",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,1.0,1.0,3
2202,459695611340939264l,preciso chamar os sopradores na usim5,-2,-2,-2,-2,1,0,0,0,-1,0.0,0.0,0.667,0.667,3
2205,448118220416094208l,"Petr4 Papel puxou bem semana passada e hj dando uma pequena realizada. provavelmente poderemos ter novas altas até 14,60 ou 15.",-2,-2,-2,-2,0,1,0,0,-1,0.0,0.0,0.667,0.667,3
2209,453988737970884608l,"@Live_Trade viu usim5 min no 8,54",0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
2210,444896255852810242l,RT @jccaylen: Douche canoe http://t.co/L19Rot8lja,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2211,448463096450129920l,"Rastreamento ações-Gráfico diário-11h. Analise se romper:  HGTX3 27,38 NATU3 37,01",-2,-2,-1,-1,1,0,0,0,-1,0.333,0.667,0.667,0.667,3
2212,461324087537586177l,#PETR4 - longo (poe longo nisto) e curto prazo (mensagem: 955011)  http://t.co/cIh5ZtcFko,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2213,461115067782922240l,“@mel_cruz3: @joanarauhl tudo bem docinho” sim e ctg,-2,-2,1,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
2214,464375466359394305l,"Lucro da Telefônica Brasil cai 18,4% no 1º tri: SãO PAULO, 8 Mai (Reuters) - O lucro da Telefônica Brasil (VIVT4)... http://t.co/uq3RNNgU3Q",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
2216,469809560299925507l,"10 novidades do mercado que você precisa saber - http://t.co/fuIa94GgtV http://t.co/RY2nreAO1V via @exame_com
#OSXB3 #JBSS3 #VALE5",1,0,0,0,1,0,0,0,0,1.0,0.667,0.667,1.0,3
2217,446278306372255744l,"Quase lá rsrsrrs RT @Live_Trade: #vale5 se chegar 26,26 me avisem",1,0,1,0,0,0,0,0,0,0.667,1.0,0.667,1.0,3
2220,455724611314130945l,"Rastreamento ações-Gráfico diário-11h. Analise se romper: ENBR3 10,03 MDIA3 92,99 PSSA3 32,48 RAPT4 8,88",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
2222,448652131277754369l,"@Zaga_Silos Já subiu... na semana retrasada chegou a R$13,xx e Imprensa diz graças à Petrobras a Bolsa subiu... #BBAS3 - #OIBR4 etc..down",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
2223,441216053905850368l,"GOLL4 vender por R$ 11,05 indicado em 28/02/2014 14:30 http://t.co/zJRs3Eeyz9",1,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
2225,453594079256145920l,Eu e a angela tivemos a correr,0,0,0,0,0,0,0,0,1,1.0,0.667,0.667,0.667,3
2226,444455031283011585l,"A LIGHT S.A. fechou o dia de ontem ao preço de R$ 17,30 (+4,34%) com volume de R$ 32,06 mm.
$LIGT3",1,0,-2,-2,0,0,0,0,-1,0.667,0.0,0.667,0.667,3
2227,443024398896099328l,"e a PETR4? perdendo os R$ 13,00...SEGUE O ESTUPRO...",0,1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
2228,451379685373784064l,Ativo c/ vol Financeiro Superior à sua MM21-12h: CGAS5 MMXM3 MRFG3 OGXP3 TGMA3,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
2230,461164615934935041l,Ativo c/ vol Financeiro Superior à sua MM21-12h: IDIV OIBR3 OIBR4 SANB11,-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
2237,446329641616564224l,voa #goll4 vai menina...,1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
2239,465353857800097792l,"@daltonvieira professor, acha que ainda vale entrar em MPLU3, ESTC3 e BBSE3?",-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0.667,1.0,0.667,3
2242,469986274221121536l,"A LIGHT S.A. fechou o dia de hoje ao preço de R$ 20,61 (+0,68%) com volume de R$ 10,06 mm.
$LIGT3",-2,-2,0,0,0,1,0,0,-1,0.333,0.667,0.667,0.667,3
2243,456931691144437760l,"A LIGHT S.A. fechou o dia de hoje ao preço de R$ 18,60 (+1,36%) com volume de R$ 17,94 mm.
$LIGT3",-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
2244,454412289559777280l,"$PETR4: Batemos recorde mensal de entrega de gás natural ao mercado com a média diária de 95,5 milhões de m³/dia http://t.co/xIRbXmNbVG",1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,1.0,3
2245,449200492929744896l,"Pessoal, 
Coloquei uma análise da PETR4 lá no fórum do site da ElliottBrasil.

Acesse o link:... http://t.co/LNDdLCuix6",0,0,0,0,0,0,0,0,1,1.0,1.0,0.75,1.0,4
2247,446978675763073024l,$CYRE3 - Cyrela Realt (cyre-nm) - Demonstracoes Financeiras De 31/12/2013 (cons) http://t.co/7wgn2QWmIs,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
2249,448811553446723584l,#OIBR4 pra médio / longo...mesmo com nova diluição é um ativo que vale!,-2,-2,0,0,-2,-2,0,0,-1,0.0,0.667,0.0,0.667,3
2251,448574872981995521l,"Itau Unibanco PN (ITUB4), Gráfico Diário. http://t.co/UAejznW7Lx",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
2252,445258830608609281l,#PETR3 #PETR4 - Conselho Fiscal da Petrobras faz alerta sobre dívida e rating de crédito - http://t.co/1Wvbdr6yQh,0,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
2253,456392587624984576l,"@silviusmille compre petr4, fique posicionado. Não fique fora, senão vai assistir outros ganhar grana.",1,0,1,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
2254,463674765648338946l,"rsss #OIBR4 pra quem pego a em R$ 1,99",1,0,1,0,0,1,0,0,0,0.667,1.0,1.0,0.667,3
2255,460830546718117888l,"Rastreamento ações-Gráfico diário-14h. Analise se romper:  GFSA3 3,57 MPLU3 28,72  PCAR4 105,60",-2,-2,0,0,0,0,0,0,-1,0.0,1.0,0.667,1.0,3
2256,449300260355985408l,#LLXL3 - acima de 1(um) (mensagem: 952921)  http://t.co/11sdL24xTr,-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
2258,460887540463980545l,"Petrobrás Pn (PETR4), Gráfico Diário. Estudo técni... http://t.co/5HHwxBvF6W",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
2262,466290883948974080l,O que foi isso em NATU3,0,0,0,0,0,1,0,0,0,1.0,0.667,0.667,1.0,3
2263,464096961390714880l,"Rastreamento ações-Gráfico diário-14h. Analise se romper: BBDC3 36,39 BISA3 1,45 BRML3 19,33 BRPR3 17,90 BRSR6 13,05 BVMF3 12,12 CCRO3 18,23",0,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.333,1.0,3
2264,451714214957416448l,"PETR4 pagará R$0,9672 por ação a título de jrs.s.cap. próprio: http://t.co/Cwk8JgqfMT",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2266,441758195472556032l,"O que #MULT3, #AEDU3, #ARTR3, #BBDC4, #IDNT3 e #PCAR4 têm em comum? Veja agora em http://t.co/BEflp4a4QB",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
2267,446720857130672128l,$GFSA3 - Gafisa (gfsa-nm)   Ago   25/04/2014   9h00 - Dividendo http://t.co/a98E5bUCoJ,-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
2268,449860876771008512l,Parabens barata,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2269,456861597378830336l,@Trader_Richter que doidera é essa arrancada da PETR4 agora ... o.O,0,1,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
2270,459688491673473024l,"a #VALE5 também vem se aproximando dos R$27,70, importante suporte. A #PETR4 bem que poderia ir também nos R$15,70 ... hehehe ,)",1,0,1,0,1,0,0,0,0,1.0,1.0,0.667,1.0,3
2271,466308625334829056l,PT deve estar bem xatiado com a PETR4 bombando para o Rui Falcao falar essas bobagens. (Ou esta vendido),0,1,-2,-2,-2,-2,1,0,-1,0.667,0.333,0.0,1.0,3
2272,444536943104503808l,@Borderscrossed @bittersteel01 @BrazilFinance fiz um timestamp nas put da petr4 só pra ver (pó)...,-1,-1,-2,-2,0,0,-1,-1,-1,0.667,0.333,0.667,0.667,3
2274,442067541457117185l,#PETR4 RT @petrobras: Leia nosso comunicado sobre descoberta de petróleo de boa qualidade na área da Cessão Onerosa http://t.co/zGhYK3atp0,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
2275,446682542805356545l,"@ClaudioRAE tô achando mais negócio vender PETR4 e comprar CIEL3, que daqui a 90 dias vai valorizar bastante.",1,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
2276,453157209351143425l,"@LidPSDBsenado e o PT acabando com a Petrobrás RT @ale_chumer: Desde 24/04/2009 até hoje
Ibovespa +11,58%
PETR4 -47,7%
DJ +111,06%",0,0,-2,-2,-2,-2,1,0,-1,0.667,0.333,0.333,1.0,3
2277,441606825725943808l,"Petr4 aos 13.60 com topo  em 15,10.  Perdeu o fundo em 15,56. Por enquanto parando de cair na região de 13,29.",0,0,0,0,1,0,0,0,0,1.0,1.0,0.667,0.667,3
2279,456466906287841281l,"RT @Ary_AntiPT: kkkk Coro de P**a  RT @garimpodeacoes: Quem puxa para valer o IBOVESPA para cima é a Petrobrás. 
Petr3, +2,09% e Petr4, +2,…",-2,-2,-1,-1,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
2280,461511012664225792l,HGTX3 respondendo ao sinal de ontem,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
2281,450682309034147841l,@manupuig1 de nada.,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
2282,451467887589347329l,Petrobras e Vale sobem 4% e 'top 5' da Bolsa ganha R$ 28 bi de valor apenas hoje: Somente a ... http://t.co/OyJl5bBiZh #infomoney #vale5,1,0,1,0,0,1,0,0,0,0.667,1.0,1.0,1.0,3
2283,453138129676144640l,@Live_Trade pq não petr4 marcos?,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2284,449263019055652864l,"Rastreamento ações-Gráfic diário-16h. Analise se romper:ABEV3 16,97 ALLL3 7,32 ALSC3 17,89 BBTG11 27,62 BOVA11 48,15 BRML3 18,30 BVMF3 10,69",0,0,0,0,1,0,-2,-2,-1,1.0,0.667,0.667,0.333,3
2286,441569040021336064l,"RT @Smarttrade10: Destaques de BTC ontem foram as Blues
#BBAS3 (alugaram 2x o que negociou ontem), #PETR4 (tx max 180d) além de #RENT3 e #K…",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2288,443142615639138304l,"Macktrader Investimentos : Petrobrás Pn (Petr4), Gráfico Semanal. Papel fazen... http://t.co/ZxJu5OTUCs",0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
2290,445926853204000768l,"#bvmf3 xuxu da malmita rsrsr  10,16 obj1",-2,-2,1,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
2293,463383762349617152l,Dados da China sao taaaao confiaveis…. vale5 ninguem sabe valor de nada,0,1,-1,-1,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
2294,454338385487101952l,"próxima parada da #VALE5 lá pelos 29,07?",0,0,0,0,-1,-1,0,0,-1,0.667,0.667,0.667,0.667,3
2296,443026437420113920l,PETR4 13 reau! e caindo sem nocao de fundo...,0,1,0,1,0,1,0,1,0,1.0,1.0,0.667,0.667,3
2297,456440084082864130l,Ativo c/ vol Financeiro Superior à sua MM21-11h: BBPO11 CPFE3 PTBL3,-1,-1,0,0,0,0,0,0,-1,0.667,0.667,0.667,0.667,3
2298,442794152577626113l,"Pessoal, o Estudo de Domingo começa as 22h00 e o foco fica nos ativos abaixo:
- BBSE3, CTIP3, CIEL3, HBOR3,... http://t.co/wz2DEflk0s",0,0,0,0,1,0,0,0,0,1.0,1.0,0.667,1.0,3
2299,453521255057346560l,"#ELPL4 ordem enviada R$ 9,30 vendo! 🔥🔥🔥",1,0,1,0,0,0,0,0,0,1.0,0.667,1.0,1.0,3
2300,452072431071821825l,$ELET3 - Eletrobras (elet-n1) - Ago - 30/04/2014 - 14h00 - Jcp http://t.co/ErDMSB1oGg,-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
2301,449276272196481024l,@Fontes_ Muito lindo BBAS3 hoje!,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
2302,448160502041300992l,RT @Adriano3Luis: PETR4 só me traz alegrias...,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,3
