,tweet_ids,text_x,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
796,453885671300947968l,A última indicação de a #ELPL4 resultou em 11.43 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
797,453888972205600768l,"@Live_Trade oibr4, alguma sugestão?",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,0.667,3
798,453892250230353920l,Em 15 dias Petrobras SUBIU 45% agora fez em 1/2 engolfo de baixa. #petr4 #ibov  #petrd17 #petrd16 http://t.co/VUtNaStAL9,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,1.0,1.0,3
799,453893219882123264l,A última indicação da #PETR3 resultou em 17.75 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
800,453894750413029378l,A última indicação da #BRKM5 resultou em -0.49 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
801,453897681635934208l,A última indicação de a #ELET3 resultou em 39.55 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,1,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
802,453900239406383104l,A última indicação da #VALE3 resultou em 9.95 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,1.0,3
803,453912668697821184l,"@Live_Trade Marcos, o que vc acha de #FIBR3 ? vale uma entrada em a cp?",-2,-2,0,0,-1,-1,-2,-2,-1,0.333,0.667,0.667,0.333,3
804,453914751001976832l,$BBAS3 - Banco De o Brasil (bbas-nm)   Ago/e - 29/04/2014 - 15h00 - Alteracao Estatutaria http://t.co/uUll5L7MIh,-1,-1,0,0,-2,-2,0,1,-1,0.667,0.667,0.333,0.667,3
805,453974274265862144l,$RENT3 - Localiza (rent-nm) - Age - 29/04/2014 - 15h00 / Aquisicao E Incorporacao De Cias http://t.co/tiGCF5BFg9,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
806,453975709510168576l,Concórdia indica 15 papéis para investir neste mês: A corretora optou por fazer apenas uma a... http://t.co/TVV9DckmRs #infomoney #vale5,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
807,453994043845140481l,"Encerramos Hering ( HGTX3 ) com 4,99 % de prejuízo . O Ibov continua correção porém a carteira de o MB - EOD - 1 está ... http://t.co/tZEYyHGVe2",0,1,0,1,0,0,0,0,0,1.0,0.667,0.667,0.667,3
808,453995260587175936l,"INTRADAY PETR4: Suportes 14,91 e 15,45 e resistências 16,80 e 17,61 INTRADAY VALE5: Suportes 29,30 e 29,69 e resistências 30,68 e 31,28",0,0,0,0,0,0,0,0,1,0.75,1.0,0.75,1.0,4
809,454017714236166144l,Antes do anúncio do CADE era possível observar no gráfico diário de #CSNA3 que a tendência já (cont) http://t.co/ATIuGyLLGq,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
810,454022702027001856l,#UGPA3 - Recomendação de Compra - Análise #Ichimoku. http://t.co/rhIXdSFo3Q,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
811,454023247101562882l,"Discussão sobre Investimentos: Carteira Simulada, USIM5, CSNA3 e GRND3 http://t.co/q5pYdmRKIA",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
812,454225628166754305l,"Ontem no diário da #PETR4 fêz candle de reversão de tendência e respeirou suporte nos 15,40 e alvos 16,50 e 17,20 http://t.co/ReowwtCzqj",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
813,454228294846935040l,$USIM5 - CSN e Usiminas: Má notícia [Newsletter ADVFN] http://t.co/bYvAc3uGY2,-2,-2,0,1,0,1,0,0,-1,0.0,0.667,0.667,0.667,3
814,454228302602182656l,$CSNA3 - Sid Nacional (csna) - Decisao Do Cade - Ato De Concentracao http://t.co/TiZ1NR1soE,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
815,454228309287895040l,$CSNA3 - CSN e Usiminas: Má notícia [Newsletter ADVFN] http://t.co/il4dCT8EMC,0,0,0,1,0,1,0,0,0,1.0,0.667,0.667,0.667,3
816,454233943685210112l,Ações ex-dividendos hoje: BRKM3 e BRKM5. As cotações históricas foram ajustadas. Saiba mais! http://t.co/C7k4DuDID2,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,1.0,3
817,454244536920072193l,"Notas gerais A marca da companhia NATURA (NATU3) é a mais valiosa da América Latina, segundo relatório da... http://t.co/UklRaoUG0X",1,0,-2,-2,-2,-2,0,0,-1,1.0,0.0,0.0,1.0,4
818,454263228046905344l,"INTRADAY PETR4: Suportes 15,22 e 15,53 e resistências 16,05 e 16,26 INTRADAY VALE5: Suportes 29,19 e 29,57 e resistências 30,26 e 30,57",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
819,454270693765808128l,primeira hora (e depois também) baixo volume (relativo) na VALE5. Essa descida pode repicar...,-2,-2,0,1,1,0,0,0,-1,0.0,0.667,0.667,0.667,3
820,454273975871631360l,A última indicação da #OIBR4 resultou em 3.93 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
821,454284964583190528l,"Ihhhh,o cara deu mesmo call de compra em PETR4 com base no candle de ontem? Traça o Fibonacci melhor ai amigo...rsrs",1,0,0,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
822,454287146132987904l,Sera k petr4 já entrou na baixa?,0,0,0,0,0,1,0,1,0,0.667,1.0,0.667,0.667,3
823,454302298978930688l,A última indicação da #ITUB4 resultou em 1.86 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
824,454332111319998466l,"#VALE5 abaixo de 29,50 tem grandes chances de desabar. #INDJ14 agradece!",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
825,454332774741463041l,RT “@PedroCerize: Um dos maiores indicadores do mercado: Capa da Exame http://t.co/gBRLkPUHaa”// tô vendendo BRFS3 agora. Tem PUT liquida?,-2,-2,0,0,0,0,0,1,-1,0.0,0.667,0.667,0.667,3
826,454335220419149824l,Olho na RAPT4 e QUAL3,1,0,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
827,454336322988412928l,A última indicação da #ITUB4 resultou em -0.73 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,1.0,3
828,454342422529859584l,A última indicação de a #RSID3 resultou em 0.62 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
829,454344759843098624l,Gráfico #petrd16 reversão?!? Petrobras  #petr4 #ibov investimentos http://t.co/dOXR7k0Uls,0,1,0,0,-2,-2,0,0,-1,0.667,1.0,0.0,0.667,3
830,454349023189549056l,"7 ações para ganhar com dividendos, segundo a Um Investimentos: Entraram na carteira da corr... http://t.co/Boa8hPypZO #infomoney #vale5",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
831,454359459591380992l,$TIMP3 - Tim Part S/a (timp-nm) - Deliberacoes Da Assembleia http://t.co/0MkHI1c4BP,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
832,454374627708784640l,#CRUZ3 - Análise #Ichimoku - Recomendação de Compra. http://t.co/3xVuPeOwc9,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
833,454456974034624512l,#PETR4 indo p picas @SakaSakamori:  Denúncia. Estrangulamento $$$ da Petrobras http://t.co/RMBjR9d80F Beira do colapso! #DilmaTemMedoDaCPI,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
834,454560977007443968l,A divergência de baixa formada no diário de #CMIG4 serviu apenas para fechar o descolamento com o RK ... Leia mais: http://t.co/QL31D4iUAV,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,1.0,0.667,0.667,3
835,454587433800458240l,$SBSP3 - Sabesp (sbsp-nm) - Negociacao Com A Emae Para Resolucao De Acoes http://t.co/D192xgQFKV,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
836,454593417712902144l,"Opinião - 10 ideias de investimento, segundo o BTG Pactual: No lugar dos papéis da CPFL (CPFE3) e da Minerva (... http://t.co/9IlIpuO96l",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
837,454596117842657280l,"Ações ex-dividendos hoje: ALLL3, BEMA3 e GRND3. As cotações históricas foram ajustadas. Saiba mais! http://t.co/C7k4DuDID2",-2,-2,1,0,0,0,0,0,-1,0.0,0.667,0.667,1.0,3
838,454596496378171393l,"10 ideias de investimento, segundo o BTG Pactual: No lugar dos papéis da CPFL (CPFE3) e da Minerva (BEEF3), o BTG... http://t.co/UAdRxUEEU2",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
839,454601973732368384l,"10 ideias de investimento, segundo o BTG Pactual: No lugar dos papéis da CPFL (CPFE3) e da Minerva ... http://t.co/0UpUhDawsm #infomoney",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
840,454604295078690816l,$GOLL4 - GOL e TAP assinam acordo para compartilhamento de voos http://t.co/F87EcEzEWK,0,0,0,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
841,454606593280442368l,"MP recomendou ao Cade, venda de ativos da Anhanguera para que a fusão com a Kroton não represente ato de concentração. #AEDU3 #KROT3",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
842,454607743392178177l,#BR #BOVESPA #GOLL4  Gol assina acordo de compartilhamento de voos com TAP. http://t.co/wHGukBg7qp,0,0,0,0,0,0,0,0,1,1.0,0.667,0.667,1.0,3
843,454614905983741952l,"Remem para o Money: Todos os homens de Eike! Bastidores!  OGX3 , petr4, bovespa,opções  http://t.co/BK42PGmSgt",-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,1.0,3
844,454630487047561216l,A última indicação da #GOLL4 resultou em 16.58 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,1,0,0,0,-2,-2,-1,-1,-1,0.667,0.667,0.333,0.667,3
845,454631089961984000l,A última indicação da #MRVE3 resultou em 4.51 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,1,0,0,0,0.667,1.0,0.667,0.667,3
846,454632754328920064l,A última indicação da #ITUB4 resultou em -1.30 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,-2,-2,-2,-2,0,0,-1,0.667,0.0,0.0,1.0,3
847,454633591130300416l,A última indicação da #PDGR3 resultou em 14.07 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
848,454637333522817024l,$CRUZ3 - Souza Cruz (cruz) - Esclarecimentos http://t.co/hDQBbqn7lt,0,1,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
849,454642454936182785l,"Vendas do Pão de Açúcar sobem e empresa fatura R$ 14,9 bi no 1º tri:   O Grupo Pão de Açúcar (PCAR4) anunciou... http://t.co/VS3gtX1eQi",1,0,0,0,0,1,0,0,0,0.667,1.0,0.667,0.667,3
850,454651438225170433l,"RT @uol_noticias: Vendas do Pão de Açúcar sobem e empresa fatura R$ 14,9 bi no 1º tri:   O Grupo Pão de Açúcar (PCAR4) anunciou... http://t…",-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
851,454684052935565312l,"INTRADAY PETR4: Suportes 15,26 e 15,47 e resistências 15,97 e 16,26 INTRADAY VALE5: Suportes 29,14 e 29,41 e resistências 29,96 e 30,24",0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,0.667,3
852,454691501646557184l,@live_trade tá mesmo com uma cara boa essa venda. Vamos aguardar. #PETR4 e #VALE5 estão bem doidinhas hoje.,1,0,1,0,1,0,0,0,0,1.0,0.667,1.0,0.667,3
853,454715172222164993l,"11/04/14-17:19: Maiores Baixas: SBSP3 -5,45% R$19,76, PDGR3 -5,13% R$1,48, DTEX3 -2,61% R$11,20, TIMP3 -1,97% R$10,95, DASA3 -1,68% R$14,65.",0,0,0,1,0,0,-2,-2,-1,1.0,0.667,0.667,0.0,3
854,454753167272869888l,$GOLL4 - GOL divulga Edital de Convocação para AGO http://t.co/gIyjNJ73G0,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
855,455017195706523648l,$PETR4 no olho do furacão. RT @petrobras: Não houve busca e apreensão em nosso Edifício Sede http://t.co/2YuFMoWV55,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,1.0,3
856,455334111087824898l,"Trades em andamento, CSNA3 e GGBR4 bateram na realização parcial! MAravilha! http://t.co/B67f6lgMSL",0,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
857,455335639634817024l,"Gatilho position, semana que vem:   Ativo ccro3 - Compra  - Validade 18/abr - Start 17,76 - Stop 16,71 - RP 18,81 http://t.co/eH2Pzf26yN",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
858,455484807212838913l,"Remem para o Money: Limites de petróleo e Mudanças Climáticas - como e... petrobras, petr4, http://t.co/QcVaudCfDL",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
859,455676245368664065l,$PETR3 - Petrobras (petr) - Venda De Participacao Na Ute Norte Fluminense http://t.co/APjoIqboCl,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
860,455679053480345600l,$TBLE3 - Tractebel (tble-nm) - Obras De Construcao Do Complexo Eolico Santa Monica http://t.co/BA3MoUuYIg,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
861,455681580678529025l,"Bom dia a todos, monitoro em a cp: #timp3 #osxb3  e para venda #wege3 , em os respectivos rompimentos de diário",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
862,455682223635972096l,$TBLE3 - Tractebel (tble-nm) - Aquisicao Da Clwp Brasil Iii Participacoes Ltda http://t.co/aEbGF4Enme,0,0,-1,-1,0,0,0,0,-1,0.667,0.667,0.667,0.667,3
863,455693629273952257l,A última indicação de a #MRVE3 resultou em -1.59 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
864,455700682084204544l,"Com o provável racionamento de água em #SP, atualmente #investir em a #Sabesp representa um risco elevado. #SBSP3 -23% em 2014.",0,1,-2,-2,1,0,-2,-2,-1,0.667,0.333,0.667,0.333,3
865,455700825927872512l,"RT @chrinvestor: Com o provável racionamento de água em SP, atualmente investir na Sabesp representa um risco elevado. #SBSP3 -23% em 2014.",-2,-2,0,0,-2,-2,-2,-2,-1,0.333,1.0,0.0,0.333,3
866,455715890492096513l,A última indicação da #MRFG3 resultou em 0.44 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
867,455717055686541313l,vale petr4 hrt  Explode cotação!!!!!!!!!!!!!,1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
868,455723336879075328l,Notas gerais A PETROBRAS ( PETR4 ) assinou com o Grupo Électricité de France contrato para a venda de sua ... http://t.co/h3dMUjViMQ,0,0,0,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
869,455729467747758080l,A última indicação da #ELPL4 resultou em -1.00 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,1,0,1,0,1,0,1,0,0.667,0.667,0.667,0.667,3
870,455731539951624192l,A última indicação da #MRVE3 resultou em -0.94 %. Confira a nova indicação agora em http://t.co/zJRs3Eeyz9,0,0,0,1,-2,-2,0,1,-1,0.667,0.667,0.0,0.667,3
871,455733797586468864l,A última indicação da #ELET3 resultou em -3.64 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,1,0,0,0,-1,0.0,0.667,0.667,0.667,3
872,455738320623247360l,CCRO3 acionou a compra!,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
873,455742846495371264l,A última indicação da #VALE3 resultou em -0.78 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
874,455744272138907648l,Quem tem acoes da Petrobras Petr4 tem obrigacao de fazer campanha contra Dilma e PT que destruíram mais de 50% do valor da empresa,0,1,0,0,0,0,1,0,0,1.0,1.0,0.667,1.0,3
875,455747320068308992l,"INTRADAY PETR4: Suportes 15,15 e 15,67 e resistências 16,45 e 16,71 INTRADAY VALE5: Suportes 28,93 e 29,39 e resistências 30,09 e 30,33",-1,-1,0,0,0,0,0,0,-1,0.667,0.667,0.667,0.667,3
876,455777023689256961l,A última indicação de a #ITUB4 resultou em 0.14 % . Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
877,455777833902956544l,A última indicação da #KROT3 resultou em -0.10 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,1,0,0,0,0,0,0,0,0.667,0.667,1.0,0.667,3
878,455801774260363264l,$BVMF3 - Bmfbovespa (bvmf-nm) - Cronograma De Divulgacao De Resultados http://t.co/iZYeQRSYPv,0,0,0,0,0,0,0,0,1,1.0,0.667,0.667,0.667,3
879,455845653349163010l,RT @Jgrafista11: @webtraderx @BlackWizardX Vou dar uma olhada com calma depois das 9 da noite pelas Ondas de Elliot e fiquei te devendo da …,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
880,455901715850874880l,#MEAT #BOVESPA #JBSS3 #FRIBOI IPO da JBS Foods ajudaria JBS a financiar investimentos: http://t.co/v9DrUDFco8,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
881,456033218576515073l,$RENT3 - Localiza (rent-nm) - Alteracao Do Calendario De Eventos Corporativos http://t.co/PqS8lH5rDJ,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
882,456038714397822978l,"Vale, BRF e mais 8 ações para comprar na semana, segundo a Socopa: A Socopa indicou compra d... http://t.co/ko6EWq8bmj #infomoney #vale5",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
883,456039737456070656l,#ITUB4  Suportes e resistências http://t.co/nzeOztWBDR,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
884,456041228111728640l,#CSNA3 Suportes e resistências http://t.co/wsa7pDqtCe,0,0,0,0,-2,-2,0,0,-1,1.0,1.0,0.0,1.0,3
885,456041419699142656l,#USIM5 Suportes e resistências http://t.co/GxJrLiR3sS,1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,1.0,3
886,456052657191264256l,"Compra CPFE3, PSSA3 - 14/04/2014 http://t.co/1WV5XVW7Ab",0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
887,456058945401266176l,A última indicação da #VALE3 resultou em -4.43 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
888,456059375103537153l,A última indicação de a #GFSA3 resultou em 13.84 % . Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
889,456061384275795968l,A última indicação da #MRFG3 resultou em -2.44 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,1,0,1,1,0,0,0,0,0.667,0.667,0.667,1.0,3
890,456061922799271936l,A última indicação da #GOLL4 resultou em -4.81 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,1,0,0,0,0,0,0.667,0.667,0.667,0.667,3
891,456064977296977920l,"10h42 = IBOVESPA perde 0,92%... Vilã do dia: VALE3, -2,75% e VALE5, -1,71%, de olho na China...",0,1,0,0,0,0,0,1,0,1.0,0.667,0.667,0.667,3
892,456070198475628544l,A última indicação da #BRAP4 resultou em 6.46 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,1,0,0,0,1,0,0,0,0,0.667,0.667,1.0,1.0,3
893,456072860755189761l,"INTRADAY PETR4: Suportes 15,51 e 15,72 e resistências 16,25 e 16,57 INTRADAY VALE5: Suportes 28,71 e 28,97 e resistências 29,43 e 29,63",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
894,456080818830864384l,$PDGR3 - Pdg Realt (pdgr-nm) - Material A Disposicao (indicacao De Candidatos Para O Ca) http://t.co/8KQgdZbmKD,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,0.667,1.0,3
895,456092131678244864l,"RT @clubedopairico: na hora da verdade: #PETR4 testando, agora, novamente de novo, os R$15,40 ! De olho e muita atenção !!",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
896,456095341130313729l,Credit Suisse é o responsável por 55% das vendas líquidas em PETR4 no dia de hoje.,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
897,456102370716712960l,"Teste dos R$15,10 agora! Olho nele!!! #PETR4",-2,-2,-2,-2,0,1,-2,-2,-1,0.333,0.333,0.667,0.0,3
898,456106757962862592l,#TIMP3 Saiu notícia de que a TIM vai vender torres igual a OI fez ano passado. Lógico que isso vai gerar um belo caixa mas e os clientes? rs,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
899,456111973785407488l,A última indicação da #ELPL4 resultou em -2.12 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
900,456113321658580992l,"#ALLL3 - Operadora de ferrovia ALL deve aprovar fusão com a Rumo hoje, dizem jornais - http://t.co/hXf8blfdrM",0,0,0,0,1,0,0,0,0,1.0,1.0,0.667,1.0,3
901,456115098252500992l,"#VALE3 #VALE5 - BNDES aprova R$6,2 bi para projetos da Vale em Carajás - http://t.co/8foLxVlVla",-2,-2,1,0,-2,-2,-2,-2,-1,0.0,0.667,0.333,0.333,3
902,456121558898343936l,"#GGBR4 Semanal com pivot de baixa, sinistro hein..",-2,-2,0,1,0,1,0,1,-1,0.333,0.667,0.667,0.667,3
903,456124393652256768l,A última indicação da #JBSS3 resultou em -2.40 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,1,-2,-2,0,1,-1,0.333,0.667,0.0,0.667,3
904,456132193338015744l,"@Live_Trade oi marcos, fala alguma coisa de petr4 ai rs, ja confuso se fico na venda ou entro na compra..",-2,-2,0,0,1,0,0,1,-1,0.333,0.667,0.667,0.667,3
905,456137517872340992l,"Concórdia recomenda compra de 15 ações, BB e Itaú estão na lista: As três carteiras da corre... http://t.co/CH4vwrl2L5 #infomoney #vale5",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
906,456137716531736576l,Gleisi... aí meu Deus?! Ngm ataca a Petr4.. ataca os erros feitos q ñ foram respondidos.. Entendeu?! O gente cara de pau e vitimista..,0,1,0,1,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
907,456146063598944256l,"RT @Pepez_Legal: @coroneldoblog Amigo, está acompanhando PETR4 ?? &gt, http://t.co/WxnN4AOaKT  A Graça está piorando ainda mais o cenário.. rs…",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
908,456146151402524674l,Vixi... 20contratos sem licitação do marido (sic) da Graça com a Petr4... Mário Couto bota pra f.. ferver...,0,1,0,0,1,0,1,0,0,1.0,0.667,0.667,0.667,3
909,456148682857914368l,Quarentena de diretores?! Para ñ terem negócios com a petr4... Q solução hein Senador Valadares?! Jesuis...,0,1,0,1,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
910,456154554036264963l,"Cada vez que ouço a G. Foster defendendo o plano de investimento da @petrobras, mais me certifico que devemos comprar PETR3 e 4 na BOVESPA",-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
911,456157178563280896l,"Vc ñ respondeu um monte de perguntas Graça Foster.. Q venha a CPI.. Tanto ñ explicou, q as ações da Petr4 despencam na bolsa..",0,1,0,0,0,0,1,0,0,1.0,0.667,1.0,0.667,3
912,456157420415246336l,"RT @SouCalmo: Vc ñ respondeu um monte de perguntas Graça Foster.. Q venha a CPI.. Tanto ñ explicou, q as ações da Petr4 despencam na bols…",0,1,0,1,0,0,1,0,0,1.0,0.667,0.667,0.667,3
913,456159880961744896l,OIBR4 foi para o leilão de fechamento caindo mais de 10%.....,0,1,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
914,456162896200728576l,Quem mais comprou e vendeu PETR4 hoje? Posição líquida. http://t.co/8QaAYruiG4,-2,-2,0,0,0,0,0,0,-1,0.0,1.0,0.667,1.0,3
915,456168427879931904l,P amanhã monitoro na CP #oibr3 #oibr4 #timp3 / na ponta de vd #alll3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
916,456173625939599360l,"@danielschettin0 Tô contigo...  VALE5 tem um peso MONSTRUOSO na minha carteira, por causa da venda coberta de opções. abç!",-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
917,456195852424314880l,Fundo de pensão da Vale vê cenário difícil e volta a apostar em títulos públicos: O nível d... http://t.co/Uqlfqrs4Jy #infomoney #vale5,-2,-2,-2,-2,1,0,0,0,-1,0.333,0.333,0.667,0.667,3
