,ids,tweets,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
2265,453175182061215744l,"#BBSE3 preço alvo R$28,00 - Corretora recomenda 10 ações para investir neste mês - InfoMoney Veja mais em: http://t.co/8Z2ClsQHLh",1,0,0,0,-2,-2,0,0,-1,1.0,1.0,0.0,1.0,3
2266,453176117260996609l,"Rastreamento ações-Gráfico diário-11h. Analise se romper:  FIBR3 25,78 INDX 11586,73 JBSS3 7,98 TBLE3 34,85 VALE3 33,28",1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
2267,453176700197928960l,#PETR4 contrata U$40 bi sem licitação. Pior que privatizada: estuprada.  http://t.co/L34qhaeWCB,0,1,0,1,-2,-2,1,0,-1,1.0,0.667,0.333,0.667,3
2268,453178695436738560l,A última indicação da #PETR4 resultou em -3.68 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,1,0,0,1,0,0,1,0,0.667,0.667,0.667,0.667,3
2269,453181251152007169l,Você sabe o que é carta convite? '@cafecomtorradas: #PETR4 contrata U$40 bi sem licitação. Pior que privatizada.  http://t.co/2d0dlsohti',-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,1.0,3
2270,453184992144023553l,Trade com #JBSS3 concluído com sucesso :D,1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
2271,453185010120798208l,A última indicação da #ITUB4 resultou em -0.57 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,0.667,3
2272,453185594030850048l,"#petr4 16,02 quem vai dar o tapa p/ definir o lado à trade?",0,0,0,0,0,0,-2,-2,-1,0.667,1.0,0.667,0.333,3
2273,453187222423224321l,NATU3 bateu no objetivo do Anderson agora quer ver e saber quais as operações do Anderson entre em contato: centraltrader@hotmail.com,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
2274,453188544861708288l,"último dia do Gov FHC, a ação Petrobras (PETR3) &gt; R$ 3,30 @geraldoAlckmin_ diz q ações da Petrobras “viraram pó”. http://t.co/vAdFc65rmh",0,1,0,1,0,1,-2,-2,-1,1.0,1.0,1.0,0.0,3
2275,453188920185196544l,"RT @midiacrucis: último dia do Gov FHC, a ação Petrobras (PETR3) &gt; R$ 3,30 @geraldoAlckmin_ diz q ações da Petrobras “viraram pó”. http://t…",0,1,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
2276,453189269096370177l,"Rastreamento ações-Gráfico diário-12h. Analise se romper:CPFE3 19,03 EVEN3 7,83 FIBR3 25,78 HGTX3 26,56 IMOB 673,11 INDX 11598,50 JBSS3 8,07",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,1.0,1.0,1.0,3
2277,453189379838996480l,"Rastreamento ações-Gráfico diári-12h. Analise se romper:LIGT3 19,19 NATU3 39,42 QUAL3 23,40 SULA11 15,18 TBLE3 35,03 UGPA3 56,83 VALE3 33,37",0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
2278,453189415721271296l,Ativo c/ vol Financeiro Superior à sua MM21-12h: AUTM3 BRIN3 BVMF3 TGMA3,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
2279,453192015761911808l,"#petr4 #bbas3 e #vale5 sobem forte hj, ferrando mais uma vez os pessimistas. Esses papeis me fazem rir. Diziam q eram faca caindo ha ha ha",-2,-2,1,0,0,1,-2,-2,-1,0.0,0.667,0.667,0.0,3
2280,453193246420647936l,"@albinamjoao Roubada?? #BBAS3 paguei 20,10 hoje está R$ 24,37 lucro de 21,24% em pouco tempo.",1,0,1,0,0,1,-2,-2,-1,0.667,0.667,1.0,0.333,3
2281,453195113993224192l,"RT @Fontes_: #petr4 #bbas3 e #vale5 sobem forte hj, ferrando mais uma vez os pessimistas. Esses papeis me fazem rir. Diziam q eram faca cai…",0,1,-2,-2,-2,-2,0,0,-1,0.667,0.0,0.0,0.667,3
2282,453196017526390784l,"@albinamjoao Quando eu estava comprando, muitos vendiam, dizendo que petr4 ia nos R$ 9,00 e hoje ela nos 16,00 e pagou R$ 0,96 de proventos.",1,0,0,0,0,1,0,0,0,0.667,1.0,0.667,1.0,3
2283,453197006845272064l,"#Crise ???????? '@Fontes_: #petr4 #bbas3 e #vale5 sobem forte hj, ferrando mais uma vez os pessimistas. Diziam q eram faca caindo ha ha ha'",1,0,1,0,0,0,0,0,0,0.667,1.0,0.667,1.0,3
2284,453198293934559232l,"Ei, só uma observação. PETR4 ainda tem projeção de baixa. Fica calmo amigo que fica se gabando dessa alta...",0,1,0,0,1,0,-2,-2,-1,0.667,0.667,1.0,0.0,3
2285,453201755904700417l,"@CaciqueInvest Pode ser mas bateu no Obj eu arrisco.... petr4 a 12,50 foi o mesmo, quem segue sabe....",1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,1.0,3
2286,453201841292328960l,#PETR3 #PETR4 - Petrobras atinge recorde de produção de combustíveis em março - http://t.co/zQKbucIEKs,1,0,1,0,-2,-2,-2,-2,-1,0.667,0.667,0.0,0.333,3
2287,453205662068391936l,"RT @RodP13: #Crise ???????? @Fontes_: #petr4 #bbas3 e #vale5 sobem forte hj, ferrando mais uma vez os pessimistas. Diziam q eram faca cain…",1,0,1,0,0,1,0,0,0,0.667,1.0,0.667,1.0,3
2288,453208679303897089l,"Mas é claro RT @garimpodeacoes: FITCH, cia de avaliação de risco diz que seca prolongada deve pressionar Sabesp (SBSP3) de forma mais severa",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
2289,453209164035420160l,"RT @JoaoPaulodg: Mas é claro RT @garimpodeacoes: FITCH, cia de avaliação de risco diz que seca prolongada deve pressionar Sabesp (SBSP3) de…",-2,-2,0,1,1,0,0,1,-1,0.333,0.667,0.667,0.667,3
2290,453209522497421312l,"Td mundo comprando PETR4 RT @infomoney: Investidores acordando? Captação da poupança cai 70% em março, diz BC http://t.co/GjBoaGGebM",0,0,0,0,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
2291,453212844696535041l,@JoaoPaulodg ISSO MESMO. ACONTECE SEMPRE E O CONSUMIDOR É Q PAGA A CONTA...MENCIONEI APENAS P/ ALERTAR AOS INVESTIDORES NA CITADA AÇÃO:SBSP3,0,1,0,0,-2,-2,1,0,-1,0.667,0.667,0.333,0.667,3
2292,453214616798392321l,"Desempenho das ações da TIM na semana passada: TIMP3 (Bovespa): -0,94%, TSU (NYSE): +0,58%, IBOV: +2,64%.",0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,0.667,3
2293,453216143659257856l,"@Bullfast Sim petr4 a 12,50 falavam que ia p/ 10,00 e era suporte",-2,-2,-2,-2,0,1,-2,-2,-1,0.333,0.333,0.667,0.333,3
2294,453223235107430400l,Algum TUCANO q acredita na Veja (pleonasmo) venderia suas ações Petrobras (PETR3) no valor período FHC+inflação+10%? https://t.co/rtH8tZH0Xb,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
2295,453223554793111553l,"#petr4 subindo hoje 4,40% e #BBAS3 subindo 3,56% e o ódio do #PT fazendo com que falsos #investidores deixem de ganhar rios de dinheiro.",-2,-2,-2,-2,-2,-2,1,0,-1,0.333,0.333,0.333,0.667,3
2296,453225465537634306l,"RT @Fontes_: #petr4 subindo hoje 4,40% e #BBAS3 subindo 3,56% e o ódio de o #PT fazendo com que falsos #investidores deixem de ganhar rios de…",-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,0.667,3
2297,453227212003901442l,$CTIP3 - Cetip ( ctip-nm ) Ago / e 28/04/2014 10h00 Distribuicao De Dividendo http://t.co/8E9tQwMP72,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2298,453227292475400193l,"Atualização de o estudo gráfico de o IBOV, índice futuro, PETR4 e VALE5: http://t.co/bquAewIOGR via @YouTube",-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
2299,453233718023315457l,"Socopa indica 10 ações para comprar nesta semana, confira: Desta vez nenhuma alteração foi f... http://t.co/IST5raJ9FV #infomoney #vale5",1,0,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,0.667,3
2300,453233830112268288l,"Rastreamento ações-Gráfico diári-15h. Analise se romper:CPFE3 19,03 EVEN3 7,83 FIBR3 25,78 HGTX3 26,56 HYPE3 16,58 IMOB 673,11 INDX 11598,50",-2,-2,0,0,-1,-1,-1,-1,-1,0.333,0.667,0.667,0.667,3
2301,453233938136592385l,"Rastreamento ações-Gráfico diário-15h. Analise se romper:JBSS3 8,07 LIGT3 19,19 NATU3 40,04 QUAL3 23,40 SULA11 15,18 TBLE3 35,03 UGPA3 56,83",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
2302,453234016255504386l,"Rastreamento ações-Gráfico diário-15h. Analise se romper:  VALE3 33,37",0,0,0,0,-2,-2,-2,-2,-1,0.667,1.0,0.333,0.333,3
2303,453234056705376256l,Ativo c/ vol Financeiro Superior à sua MM21-15h: AUTM3 BBAS3 BRIN3 BVMF3 FIBR3 FLRY3 NATU3 TGMA3,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
2304,453235835434205184l,Tomando aquela chulapada das ações da GGBR4...,0,1,0,1,0,0,0,0,0,0.667,1.0,1.0,0.667,3
2305,453236781568507904l,Comentário de ontem feito aqui mesmo... hj só a #PETR4 segura esse mercado. Sem ela já teríamos ido - para baixo. http://t.co/0YLAAUfNkV,0,0,-2,-2,0,1,0,1,-1,0.667,0.333,0.667,0.667,3
2306,453236976133865472l,RT @RaphaFigueredo: Comentário de ontem feito aqui mesmo... hj só a #PETR4 segura esse mercado. Sem ela já teríamos ido - para baixo. http:…,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
2307,453237939460669440l,#SANB11 - Santander Brasil assina contrato para compra da Getnet - http://t.co/H56HB4FQ41,0,0,0,0,0,0,0,0,1,1.0,1.0,0.75,1.0,4
2308,453238372190806016l,"podia ter comprado PETR4 a 12, mas fui burro e quis esperar, agora ta 16.Boa....",0,1,0,1,0,0,1,0,0,1.0,1.0,0.667,1.0,3
2309,453246622362005505l,stopando trava de baixa em a VALE5 acima de R$ 30 pilas,0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
2310,453249027585236992l,"A  #PETR4 fêz agulhada dia 20/03 e rompeu fibos em 14,23 15,00 15,75 e tem alvos 17,20 18,20 , mas esta bem esticado http://t.co/fcDyPmNGy6",1,0,-2,-2,-2,-2,0,0,-1,0.667,0.0,0.0,0.667,3
2311,453249535666442241l,"Concórdia recomenda 15 papéis para comprar nessa semana, confira: As três carteiras da corre... http://t.co/0k8EGYu3PD #infomoney #vale5",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
2312,453251788914040834l,"Estatais sobem forte com a queda de DILMA. Agora, PETR3, +6,17%, PETR4, +6,02%, BBAS3, +4,75%, ELET3, +3,20% e ELET6, +2,80%",1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
2313,453255148840960000l,"Desempenho de as ações de o Itaú Unibanco em a semana passada:em a Bovespa - ITUB4:3,31% e ITUB3: 3,40%,em a NYSE - ITUB: 4,10%,Índice Bovespa:2,64%.",1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,1.0,3
2314,453260430027526144l,"#petr4 alta hoje de 6,28%, #Vale5 alta de 1,95% e #bbas3 alta de 5,43% e os pessimistas bem caladinhos como ficam sempre os covardes. rsrs",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
2315,453260541835087873l,"RT @Fontes_: #petr4 alta hoje de 6,28%, #Vale5 alta de 1,95% e #bbas3 alta de 5,43% e os pessimistas bem caladinhos como ficam sempre os co…",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
2316,453261207903145984l,"Logo logo Dilma aparece, joga dinheiro pro povo e #Petr4 e #bbas3 e outras estatais voltam pro brejo",0,1,0,0,0,0,0,0,0,1.0,0.667,0.667,0.667,3
2317,453267102515073024l,"@Live_Trade qual sua indicação para BBSE3, BBTG11 e SANB11. Obrigado!",0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
2318,453267806331891712l,"Fim do leilão na #bovespa #petr4 alta de 6,61% na máxima do dia, #vale5 alta de 1,93% e #bbas3 alta de 5,64%, #ibov alta de 2,10%",1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
2319,453268042580262912l,"RT @Fontes_: Fim do leilão na #bovespa #petr4 alta de 6,61% na máxima do dia, #vale5 alta de 1,93% e #bbas3 alta de 5,64%, #ibov alta de 2,…",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
2320,453279716787912704l,"@FIBONACCISEMPRE E agora te o indo para casa , logo mais a noite vou ver as Ondas de Elliot de o #ibovespa e de a #PETR4 .",0,0,-2,-2,0,1,0,0,-1,0.667,0.333,0.667,1.0,3
2321,453282819242852352l,"Vale PN (VALE5), Gráfico Diário. Ativo teste a lin... http://t.co/ficWEuiCa5",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2322,453299218325970944l,Comprei 50 papéis BBAS3 por R$ 21.15 (janeiro) e fui ver o valor hoje: R$ 24.90!!! Valorização de 18%!!!,-2,-2,0,0,-2,-2,0,0,-1,0.333,1.0,0.333,1.0,3
2323,453304185224953856l,"@glaucorios Sanb11 12,90 resist e Obj, Hj fechou acima, se continuidade 13,67 e 14,05....se comprado aperta stop porque todas em região obj",1,0,-2,-2,1,0,0,1,-1,0.75,0.0,0.75,0.5,4
2324,453315519886925824l,RT @garimpodeacoes: @JoaoPaulodg ISSO MESMO. ACONTECE SEMPRE E O CONSUMIDOR É Q PAGA A CONTA...MENCIONEI APENAS P/ ALERTAR AOS INVESTIDORES…,0,1,0,1,-2,-2,1,0,-1,1.0,1.0,0.0,0.667,3
2325,453318847161200640l,"PETR4 6,61% hoje 16,46 + altas da semana passada. Hã? Denúncias? Passadena? Cerveró?",0,1,-2,-2,0,1,-2,-2,-1,0.667,0.333,0.667,0.333,3
2326,453497605390352385l,".@fredfinancista sim, justamente por isso que estou falando que é mais forte que a de 2009. #PETR4 subiu 40% em 17 pregões ! (3 semanas !!)",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2327,453503076918640640l,$PETR4 - Petrobras reinicia produção na P-20 [Newsletter ADVFN] http://t.co/Sns4b4JuNR,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
2328,453504179232079872l,$CCRO3 - Ccr Sa (ccro-nm) - Assinatura Do Contrato De Concessao Do Aeroporto De Confins http://t.co/GRgDTOBXof,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
2329,453508118887272448l,"No diário da #PETR4 na máx do dia 02/04/14 uma Onda 4 nos 16,60 e  com alvos pelo Canal Donchian em 14,50 e 13,60 http://t.co/zApyAMcBPV",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
2330,453511131739336704l,"Atualização de os estudos gráficos: IBOV, índice futuro, VALE5, PETR4 (oções) e Boi Gordo: http://t.co/2PFzsBjado via @YouTube",-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
2331,453511483784454144l,Ação ex-juros hoje: SBSP3. As cotações históricas foram ajustadas. Saiba mais! http://t.co/utSF6DP4ug,1,0,-1,-1,-2,-2,-1,-1,-1,0.667,0.667,0.333,0.667,3
2332,453511624864051200l,"Notas gerais A ANEEL aprovou aumento médio de 14,7% nas tarifas de energia dos consumidores da CEMIG (CMIG4),... http://t.co/nP4s3iqN6u",-2,-2,-2,-2,-2,-2,0,0,-1,0.0,0.333,0.0,0.667,3
2333,453511628504702978l,#NATU3 - Análise #Ichimoku - Recomendação de Compra. http://t.co/cVGkA7dvAT,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
2334,453514589926199296l,"Petrobras reinicia produção na P-20 A PETROBRAS (PETR4) informou ontem à noite, após o fechamento do mercado,... http://t.co/LzbDonGJdB",-2,-2,1,0,0,1,0,0,-1,0.0,0.667,1.0,0.667,3
2335,453516230323097600l,"@Live_Trade sim, você está fora do escritório... Se a petr4 descer 8% seria possível?",0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
2336,453517640506818560l,"@kimsjrp bolsa bombando novamente, vamu que vamu Petr4 e Vale5, quero ganhar uma grana com vcs...uuuuuu",1,0,1,0,1,0,0,0,0,1.0,1.0,1.0,1.0,3
2337,453519254193967104l,jbss 3 cancela o gatilho .,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
2338,453521129505030144l,#PETR4 e #VALE5 abrindo com fortes gaps de alta. O fechamento destes gaps para a continuidade da alta parece o mais provável.,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
2339,453521255057346560l,"#ELPL4 ordem enviada R$ 9,30 vendo! ??????",1,0,1,0,0,0,0,0,0,1.0,0.667,1.0,1.0,3
2340,453522198582788097l,Se petr4 resolver entregar..meu Deus..tem gente ainda do JCP..tem os atrasados..tudo comprado.,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2341,453522489118056448l,"Vendido! :) “@felipefdeaguiar: #ELPL4 ordem enviada R$ 9,30 vendo! 🔥🔥🔥”",-2,-2,1,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
2342,453524249823965184l,A última indicação da #MRVE3 resultou em 1.15 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2343,453524797348392960l,#PETR4 chegou aos 40% de valorização em 1 mês graças a especulação eleitoral. Imaginem uma possível virada na preferência do eleitorado?,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
2344,453524871814057984l,"@everton305 @vitormiziara e pensando vender vale5 comprado a 27,30 e colocando à 30,60, ai foi somente 500 papeis, muito bom tbm...",1,0,-2,-2,0,0,0,0,-1,0.667,0.333,1.0,1.0,3
2345,453525676910706688l,RT @chrinvestor: #PETR4 chegou a os 40% de valorização em 1 mês graças a especulação eleitoral. Imaginem uma possível virada em a preferência …,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
2346,453527449301954560l,"Dizem que onde tem gap, tem forte resistência. Somado a isso temos em R$16,96 os 61,8% de fibonacci. #PETR4",-1,-1,0,0,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2347,453531201522139136l,#PETR4 e #VALE5 abriram hoje em gap exatamente em cima da MM200 períodos no gráfico diário não ajustado. Apenas uma coincidência?,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2348,453531829300383744l,Petr4 se baixar de 80 bicho começa a cutucar..,-2,-2,0,0,1,0,0,0,-1,0.0,1.0,0.667,0.667,3
2349,453532985275322369l,"#PETR4 16,97 é retração de 61,8% de fibonacci. De fato preço sofreu a força vendedora por ali.",-2,-2,0,0,0,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
2350,453534358314315776l,"Confira o potencial de valorização de 66 ações, upside supera 120%: Foram utilizadas as prev... http://t.co/HbPlnX7Nxm #infomoney #vale5",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
2351,453536632788885504l,EVEN3 - Corretora divulga carteira quantitativa para abril http://t.co/A2252YmOo3 via @infomoney,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
2352,453538156524998656l,"INTRADAY PETR4: Suportes 15,45 e 15,95 e resistências 16,71 e 16,97 INTRADAY VALE5: Suportes 29,31 e 29,68 e resistências 30,28 e 30,51",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,1.0,1.0,3
2353,453539192094883840l,"Rastreamento ações-Gráfico diário-11h. Analise se romper:  CCRO3 17,42 ECOR3 13,79 HYPE3 16,98 IGTA3 22,11 SMLL 1260,62 TBLE3 35,80",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2354,453539784531927041l,$SBSP3 - Sabesp (sbsp-nm)-ago/e-30/04/2014 - 10h00 - Aumento Capital Sem Emissao De Acoes http://t.co/jpD54JYXa4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0.667,0.667,0.667,3
2355,453540037515558912l,$BRML3 - Br Malls Par (brml-nm) - Ago/e - 30/04/2014 - 15h00 / Distribuicao De Dividendo http://t.co/GDk4GzbOYE,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
2356,453546592155738113l,RT @reminiscences: Sugestao para Graça Foster melhorar Petrobras #Petr4: fazer campanha contra Dilma… melhor que anunciar descobertas de re…,0,1,0,0,0,0,1,0,0,0.667,0.667,1.0,0.667,3
2357,453547814744637442l,A Petrobrás deu o seu recado para o mundo! #PETR4 http://t.co/XrErBhAEX7,0,1,-2,-2,0,0,0,1,-1,0.667,0.0,0.667,0.667,3
2358,453550956282904576l,"Rastreamento ações-Gráfico diário-12h. Analise se romper:CCRO3 17,42 CYRE3 13,90 ECOR3 13,79 GFSA3 3,85 HYPE3 16,98 IGTA3 22,11 SMLL 1260,62",0,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.0,1.0,3
2359,453551026961149952l,"Rastreamento ações-Gráfico diário-12h. Analise se romper: RSID3 1,83  TBLE3 35,80 TRPL4 24,79",0,0,0,0,-2,-2,0,0,-1,1.0,0.667,0.333,1.0,3
2360,453552256172847104l,"SLW recomenda três carteiras para investir no mês de abril, confira: Todas as três seleções ... http://t.co/k9YK2IDLmy #infomoney #vale5",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
2361,453560992619040768l,BBAS3 - Saída http://t.co/1trwBmbQ7G,0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
2362,453562030759616512l,"Esse relatório quase não entrega nada, só foi quem disse que suporte de a petr4 foi 12,50, Brin3 6,25 fesa4, pomo4 artr3 etc q vcs conhecem",0,1,0,0,0,0,-2,-2,-1,1.0,0.75,0.5,0.0,4
2363,453570078781743104l,"@ferrisss @deSimoni123  como chama seu amigo que comprou petr4 a 12,50? Mister M? Aposto que ele vendeu em a maxima hj a 17,07, mágico.",1,0,1,0,0,1,0,0,0,1.0,1.0,0.667,0.667,3
2364,453571002564222976l,"Telefônica, Cemig e mais 3 papéis para você ganhar com dividendos: No lugar das ações do Banco do Brasil (BBAS3),... http://t.co/qCWb2IDdBw",0,0,0,0,0,0,0,0,1,1.0,0.667,0.667,0.667,3
2365,453574497535549440l,Usim5 acho q tinha vd nela depois vou olhar,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2366,453578468073426944l,"14h02 = Realizando lucros recentes veja como estão as estatais neste momento: PETR3, -2,77%, PETR4, -2,79%, BBAS3, -2,61% e ELET6, -1,25%",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
2367,453578562873069568l,@Live_Trade PETR4 rompeu os 16 reais,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
2368,453579148670156800l,Wikileaks: Casa Branca consultou Dilma antes de autorizar aquisição de refinaria por Petrobrás #PETR4 http://t.co/Bq8aKioBnC,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,0.667,3
2369,453581504170717184l,#BOVESPA #CCRO3 CCR divulga fato relevante sobre assinatura do contrato de concessão - Aeroporto de Confins. http://t.co/hFQSZwrqSn #BR,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.0,1.0,3
2370,453583096823443456l,$ELET3 - Eletrobras (elet-n1) - Encerramento Da Licenca Do Diretor De Distribuicao http://t.co/t0zHiXiVwN,0,0,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.0,0.333,3
2371,453583231980679168l,"Do mesmo que jeito que nunca presenciamos uma alta tão forte em PETR4, estamos vendo um candle baixista de enorme amplitude, raramente visto",-2,-2,-2,-2,0,1,-2,-2,-1,0.333,0.333,0.667,0.333,3
2372,453583510109171713l,"#petr4 perdeu 16,40,  perdeu o rumo de casa!!!",0,1,0,1,0,0,0,1,0,1.0,0.667,0.667,0.667,3
2373,453584158045257728l,A última indicação da #ITUB4 resultou em 0.60 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
2374,453597210249560065l,A última indicação de a #MRVE3 resultou em 0.38 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
2375,453598683981164546l,"As 14 ações preferidas do BB Investimentos para você comprar neste mês: Em abril, entraram a... http://t.co/bcRbmWTcTA #infomoney #vale5",1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
2376,453598879377002497l,@Live_Trade PARABENS!!! Vale uma entrada em PETR4?,1,0,1,0,-2,-2,0,0,-1,0.667,1.0,0.333,1.0,3
2377,453599948362498048l,@miguel_brasil a espécie da cobra é petr4! Daqui a pouco a picada letal...,0,1,0,1,-2,-2,0,1,-1,0.667,0.667,0.333,0.667,3
2378,453600686664876033l,"@CaciqueInvest Imagina só, só com essa de a Brin vc já paga sei lá qto tempo de relatório sobra de lambuja petr4, mmxm3 pomo fesa goll4 etc...",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
2379,453609446594584577l,"Rastreamento ações-Gráfico diário-16h. Analise se romper:CCRO3 17,42 CYRE3 13,90 ECOR3 13,79 GFSA3 3,85 HYPE3 16,98 IGTA3 22,11 SMLL 1260,62",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
2380,453609517251833857l,"Rastreamento ações-Gráfico diário-16h. Analise se romper:RSID3 1,83  TBLE3 35,80 TRPL4 24,79",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
2381,453613022817566720l,$MRVE3 - Mrv (mrve-nm)   Ago/e   30/04/2014   10h00 - Dividedo http://t.co/8m8IoGMbiN,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
2382,453613523906863105l,A última indicação de a #BBAS3 resultou em 23.99 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
2383,453617309274628096l,A última indicação da #CSNA3 resultou em -2.52 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
